name,price,condition,brand,model,memory,powerPerformance,category,performance_score
EVGA NVIDIA GeForce RTX 2060 12 GB,159.17,Pre-Owned,EVGA,GeForce RTX 2060,12,87.2,Desktop,10736.5
NVIDIA NVIDIA GeForce RTX 3060 Ti 8 GB,242.5,Pre-Owned,NVIDIA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
GIGABYTE NVIDIA GeForce RTX 3070 Ti 8 GB,349.97,Pre-Owned,GIGABYTE,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
EVGA NVIDIA GeForce RTX 3080 Ti 12 GB,679,Pre-Owned,EVGA,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
MSI NVIDIA GeForce RTX 3070 Ti 8 GB,278,Pre-Owned,MSI,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
GIGABYTE NVIDIA GeForce RTX 3070 8 GB,288,Pre-Owned,GIGABYTE,GeForce RTX 3070,8,100.42,Desktop,15891.5
GIGABYTE AMD Radeon RX 6800 16 GB,327,Pre-Owned,GIGABYTE,Radeon RX 6800,16,82.67,Desktop,15483.5
EVGA NVIDIA GeForce RTX 2060 12 GB,131.5,Pre-Owned,EVGA,GeForce RTX 2060,12,87.2,Desktop,10736.5
XFX AMD Radeon RX 5700 XT 8 GB,149.99,Pre-Owned,XFX,Radeon RX 5700 XT,8,75.08,Desktop,13221
ASUS AMD Radeon RX 6800 XT 16 GB,415,Pre-Owned,ASUS,Radeon RX 6800 XT,16,77.88,Desktop,17072
GIGABYTE NVIDIA GeForce RTX 3080 Ti 12 GB,520,Pre-Owned,GIGABYTE,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
EVGA NVIDIA GeForce GTX 1070 Ti 8 GB,92,Pre-Owned,EVGA,GeForce GTX 1070 Ti,8,80.56,Desktop,11635
ZOTAC NVIDIA GeForce RTX 3080 10 GB,405,Pre-Owned,ZOTAC,GeForce RTX 3080,10,77.66,Desktop,17441.5
ZOTAC NVIDIA GeForce RTX 3060 Ti 8 GB,252,Open Box,ZOTAC,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
EVGA NVIDIA GeForce GTX 1080 8 GB,100,Pre-Owned,EVGA,GeForce GTX 1080,8,84.8,Desktop,12082.5
ASUS NVIDIA GeForce RTX 2070 8 GB,182.5,Pre-Owned,ASUS,GeForce RTX 2070,8,91.88,Desktop,12204.5
NVIDIA NVIDIA GeForce GTX 1660 6 GB,100,Pre-Owned,NVIDIA,GeForce GTX 1660,6,97.46,Desktop,9827.5
GIGABYTE NVIDIA GeForce GTX 1080 8 GB,98,Pre-Owned,GIGABYTE,GeForce GTX 1080,8,84.8,Desktop,12082.5
ZOTAC NVIDIA GeForce RTX 2060 6 GB,99,Pre-Owned,ZOTAC,GeForce RTX 2060,6,87.2,Desktop,10736.5
PNY NVIDIA GeForce GTX 1660 6 GB,71,Pre-Owned,PNY,GeForce GTX 1660,6,97.46,Desktop,9827.5
ASUS AMD Radeon RX 6900 XT 16 GB,445,Pre-Owned,ASUS,Radeon RX 6900 XT,16,84.86,Desktop,18239
ASUS AMD Radeon RX 6900 XT 16 GB,551,Pre-Owned,ASUS,Radeon RX 6900 XT,16,84.86,Desktop,18239
MSI NVIDIA GeForce RTX 3070 8 GB,299.99,Pre-Owned,MSI,GeForce RTX 3070,8,100.42,Desktop,15891.5
EVGA NVIDIA GeForce RTX 3070 8 GB,355,Pre-Owned,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
ZOTAC NVIDIA GeForce RTX 2060 6 GB,305.97,Brand New,ZOTAC,GeForce RTX 2060,6,87.2,Desktop,10736.5
GIGABYTE NVIDIA GeForce RTX 3060 Ti 8 GB,223.5,Pre-Owned,GIGABYTE,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
SAPPHIRE AMD Radeon RX 5700 XT 8 GB,159.99,Refurbished,SAPPHIRE,Radeon RX 5700 XT,8,75.08,Desktop,13221
EVGA NVIDIA GeForce RTX 3080 Ti 12 GB,595,Pre-Owned,EVGA,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
EVGA NVIDIA GeForce RTX 3080 10 GB,410,Pre-Owned,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
MSI NVIDIA GeForce GTX 1050 Ti 4 GB,62.77,Pre-Owned,MSI,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
EVGA NVIDIA GeForce RTX 3070 Ti 8 GB,349,Pre-Owned,EVGA,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
ASUS NVIDIA GeForce RTX 3070 Ti 8 GB,400,Open Box,ASUS,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
GIGABYTE NVIDIA GeForce RTX 3070 8 GB,288,Pre-Owned,GIGABYTE,GeForce RTX 3070,8,100.42,Desktop,15891.5
MSI NVIDIA GeForce RTX 3080 10 GB,449,Pre-Owned,MSI,GeForce RTX 3080,10,77.66,Desktop,17441.5
ZOTAC NVIDIA GeForce RTX 2070 8 GB,170,Pre-Owned,ZOTAC,GeForce RTX 2070,8,91.88,Desktop,12204.5
SAPPHIRE AMD Radeon RX 5700 XT 8 GB,149.99,Pre-Owned,SAPPHIRE,Radeon RX 5700 XT,8,75.08,Desktop,13221
ASUS NVIDIA GeForce RTX 3080 10 GB,435,Pre-Owned,ASUS,GeForce RTX 3080,10,77.66,Desktop,17441.5
EVGA NVIDIA GeForce RTX 3070 8 GB,335,Pre-Owned,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
MSI NVIDIA GeForce GTX 970 4 GB,50,Refurbished,MSI,GeForce GTX 970,4,66.81,Desktop,8749
ZOTAC NVIDIA GeForce RTX 2080 Ti 11 GB,309.99,Pre-Owned,ZOTAC,GeForce RTX 2080 Ti,11,87.18,Desktop,15598
NVIDIA NVIDIA GeForce RTX 3080 Ti 12 GB,695,Pre-Owned,NVIDIA,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
ZOTAC NVIDIA GeForce RTX 3080 10 GB,394,Pre-Owned,ZOTAC,GeForce RTX 3080,10,77.66,Desktop,17441.5
GIGABYTE NVIDIA GeForce RTX 3070 8 GB,324.99,Pre-Owned,GIGABYTE,GeForce RTX 3070,8,100.42,Desktop,15891.5
EVGA NVIDIA GeForce GTX 1070 Ti 8 GB,114,Pre-Owned,EVGA,GeForce GTX 1070 Ti,8,80.56,Desktop,11635
EVGA NVIDIA GeForce GTX 1080 Ti 11 GB,229,Pre-Owned,EVGA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
PNY NVIDIA GeForce GTX 1060 6 GB,70,Open Box,PNY,GeForce GTX 1060,6,83.92,Desktop,8845
MSI NVIDIA GeForce RTX 3070 8 GB,309.99,Pre-Owned,MSI,GeForce RTX 3070,8,100.42,Desktop,15891.5
POWERCOLOR AMD Radeon RX 5700 XT 8 GB,93,Pre-Owned,POWERCOLOR,Radeon RX 5700 XT,8,75.08,Desktop,13221
EVGA NVIDIA GeForce GTX 1050 Ti 4 GB,60,Pre-Owned,EVGA,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
GIGABYTE NVIDIA GeForce RTX 3070 8 GB,250,Pre-Owned,GIGABYTE,GeForce RTX 3070,8,100.42,Desktop,15891.5
ASUS NVIDIA GeForce RTX 3080 10 GB,394.99,Pre-Owned,ASUS,GeForce RTX 3080,10,77.66,Desktop,17441.5
ASUS NVIDIA GeForce GTX 1660 SUPER 6 GB,109.99,Pre-Owned,ASUS,GeForce GTX 1660 SUPER,6,101.85,Desktop,10481
EVGA NVIDIA GeForce GTX 1070 8 GB,76,Pre-Owned,EVGA,GeForce GTX 1070,8,89.88,Desktop,11026
GIGABYTE NVIDIA GeForce RTX 3060 Ti 8 GB,230,Pre-Owned,GIGABYTE,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
ZOTAC NVIDIA GeForce RTX 3080 Ti 12 GB,590,Pre-Owned,ZOTAC,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
MSI AMD Radeon RX 580 8 GB,65,Pre-Owned,MSI,Radeon RX 580,8,48.14,Desktop,8313.5
EVGA NVIDIA GeForce RTX 3080 10 GB,405,Pre-Owned,EVGA,GeForce RTX 3080,10,77.66,Desktop,17441.5
MSI AMD Radeon RX 580 8 GB,60,Pre-Owned,MSI,Radeon RX 580,8,48.14,Desktop,8313.5
GIGABYTE NVIDIA GeForce GTX 1050 Ti 4 GB,75,Pre-Owned,GIGABYTE,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
NVIDIA NVIDIA GeForce RTX 3060 Ti 8 GB,251,Open Box,NVIDIA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
NVIDIA NVIDIA GeForce RTX 3060 Ti 8 GB,255,Open Box,NVIDIA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
GIGABYTE AMD Radeon RX 5700 XT 8 GB,199.99,Open Box,GIGABYTE,Radeon RX 5700 XT,8,75.08,Desktop,13221
MSI NVIDIA GeForce GTX 1080 8 GB,120,Pre-Owned,MSI,GeForce GTX 1080,8,84.8,Desktop,12082.5
GIGABYTE NVIDIA GeForce RTX 3070 Ti 8 GB,395,Pre-Owned,GIGABYTE,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
MSI AMD Radeon RX 6800 XT 16 GB,275,Pre-Owned,MSI,Radeon RX 6800 XT,16,77.88,Desktop,17072
XFX AMD Radeon RX 480 8 GB,50,Pre-Owned,XFX,Radeon RX 480,8,57.83,Desktop,8232
MSI NVIDIA GeForce RTX 3070 8 GB,282,Pre-Owned,MSI,GeForce RTX 3070,8,100.42,Desktop,15891.5
MSI NVIDIA GeForce RTX 3060 Ti 8 GB,240,Pre-Owned,MSI,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
EVGA NVIDIA GeForce RTX 3070 8 GB,270,Pre-Owned,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
GIGABYTE NVIDIA GeForce GTX 1070 8 GB,79,Pre-Owned,GIGABYTE,GeForce GTX 1070,8,89.88,Desktop,11026
EVGA NVIDIA GeForce RTX 3070 8 GB,319,Pre-Owned,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
ASUS NVIDIA GeForce RTX 3070 8 GB,299,Pre-Owned,ASUS,GeForce RTX 3070,8,100.42,Desktop,15891.5
GIGABYTE NVIDIA GeForce RTX 3060 Ti 8 GB,237.5,Pre-Owned,GIGABYTE,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
ZOTAC NVIDIA GeForce RTX 3060 Ti 8 GB,253,Pre-Owned,ZOTAC,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
ASUS NVIDIA GeForce RTX 3080 10 GB,460,Pre-Owned,ASUS,GeForce RTX 3080,10,77.66,Desktop,17441.5
EVGA NVIDIA GeForce RTX 3060 12 GB,217.5,Pre-Owned,EVGA,GeForce RTX 3060,12,99.76,Desktop,13234
NVIDIA NVIDIA GeForce GTX 1050 Ti 4 GB,69,Pre-Owned,NVIDIA,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
ASUS NVIDIA GeForce RTX 3070 8 GB,275,Pre-Owned,ASUS,GeForce RTX 3070,8,100.42,Desktop,15891.5
EVGA NVIDIA GeForce RTX 3060 Ti 8 GB,234.5,Pre-Owned,EVGA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
ASUS NVIDIA GeForce GTX 1050 Ti 4 GB,53,Open Box,ASUS,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
MSI NVIDIA GeForce RTX 3060 Ti 8 GB,243.49,Pre-Owned,MSI,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
ZOTAC NVIDIA GeForce GTX 1080 Ti 11 GB,178,Pre-Owned,ZOTAC,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
GIGABYTE NVIDIA GeForce RTX 2070 8 GB,180,Pre-Owned,GIGABYTE,GeForce RTX 2070,8,91.88,Desktop,12204.5
ASUS NVIDIA GeForce RTX 3080 10 GB,430,Pre-Owned,ASUS,GeForce RTX 3080,10,77.66,Desktop,17441.5
MSI NVIDIA GeForce RTX 3070 8 GB,250,Pre-Owned,MSI,GeForce RTX 3070,8,100.42,Desktop,15891.5
GIGABYTE NVIDIA GeForce GTX 980 Ti 6 GB,70,Pre-Owned,GIGABYTE,GeForce GTX 980 Ti,6,55.45,Desktop,11202
GIGABYTE NVIDIA GeForce GTX 1050 Ti 4 GB,107.78,Pre-Owned,GIGABYTE,GeForce GTX 1050 Ti,4,84.18,Desktop,6412
EVGA NVIDIA GeForce RTX 3080 12 GB,972,Pre-Owned,EVGA,GeForce RTX 3080,12,77.66,Desktop,17441.5
EVGA NVIDIA GeForce RTX 3080 Ti 12 GB,972,Pre-Owned,EVGA,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
EVGA NVIDIA GeForce RTX 3080 12 GB,788,Pre-Owned,EVGA,GeForce RTX 3080,12,77.66,Desktop,17441.5
EVGA NVIDIA GeForce RTX 3070 8 GB,472,Pre-Owned,EVGA,GeForce RTX 3070,8,100.42,Desktop,15891.5
EVGA NVIDIA GeForce RTX 3060 12 GB,260,Pre-Owned,EVGA,GeForce RTX 3060,12,99.76,Desktop,13234
NVIDIA NVIDIA GeForce GTX 1080 8 GB,180,Pre-Owned,NVIDIA,GeForce GTX 1080,8,84.8,Desktop,12082.5
SAPPHIRE AMD Radeon RX 580 8 GB,89,Open Box,SAPPHIRE,Radeon RX 580,8,48.14,Desktop,8313.5
EVGA NVIDIA GeForce GTX 1080 Ti 11 GB,202.5,Pre-Owned,EVGA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
MSI NVIDIA GeForce RTX 2070 SUPER 8 GB,182.5,Pre-Owned,MSI,GeForce RTX 2070 SUPER,8,84.5,Desktop,13564
EVGA NVIDIA GeForce GTX 1080 Ti 11 GB,202.5,Pre-Owned,EVGA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
ASUS NVIDIA GeForce GTX 1060 6 GB,150,Open Box,ASUS,GeForce GTX 1060,6,83.92,Desktop,8845
EVGA NVIDIA GeForce RTX 3060 12 GB,193.5,Pre-Owned,EVGA,GeForce RTX 3060,12,99.76,Desktop,13234
XFX AMD Radeon RX 580 4 GB,51,Pre-Owned,XFX,Radeon RX 580,4,48.14,Desktop,8313.5
MSI NVIDIA GeForce RTX 3070 8 GB,280,Pre-Owned,MSI,GeForce RTX 3070,8,100.42,Desktop,15891.5
ZOTAC NVIDIA GeForce RTX 3070 8 GB,250,Pre-Owned,ZOTAC,GeForce RTX 3070,8,100.42,Desktop,15891.5
MSI NVIDIA GeForce RTX 2060 6 GB,130,Pre-Owned,MSI,GeForce RTX 2060,6,87.2,Desktop,10736.5
ASUS NVIDIA GeForce RTX 3060 12 GB,197.5,Pre-Owned,ASUS,GeForce RTX 3060,12,99.76,Desktop,13234
MSI NVIDIA GeForce GTX 1060 6 GB,99.95,Pre-Owned,MSI,GeForce GTX 1060,6,83.92,Desktop,8845
ASUS NVIDIA GeForce RTX 3060 12 GB,212.5,Pre-Owned,ASUS,GeForce RTX 3060,12,99.76,Desktop,13234
ASUS NVIDIA GeForce RTX 3070 8 GB,295,Pre-Owned,ASUS,GeForce RTX 3070,8,100.42,Desktop,15891.5
MSI NVIDIA GeForce RTX 3060 12 GB,319.97,Brand New,MSI,GeForce RTX 3060,12,99.76,Desktop,13234
GIGABYTE NVIDIA GeForce GTX 970 4 GB,55,Pre-Owned,GIGABYTE,GeForce GTX 970,4,66.81,Desktop,8749
ZOTAC NVIDIA GeForce RTX 3060 12 GB,249,Pre-Owned,ZOTAC,GeForce RTX 3060,12,99.76,Desktop,13234
POWERCOLOR AMD Radeon RX 5500 XT 8 GB,80,Open Box,POWERCOLOR,Radeon RX 5500 XT,8,70.68,Desktop,8714
MSI NVIDIA GeForce RTX 3060 Ti 8 GB,279.99,Pre-Owned,MSI,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
MSI NVIDIA GeForce RTX 3070 8 GB,250,Pre-Owned,MSI,GeForce RTX 3070,8,100.42,Desktop,15891.5
MSI NVIDIA GeForce RTX 3080 Ti 12 GB,644,Pre-Owned,MSI,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
NVIDIA NVIDIA GeForce RTX 3060 Ti 8 GB,279.99,Pre-Owned,NVIDIA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
XFX AMD Radeon RX 580 8 GB,70,Pre-Owned,XFX,Radeon RX 580,8,48.14,Desktop,8313.5
GIGABYTE AMD Radeon RX 5700 XT 8 GB,110.5,Pre-Owned,GIGABYTE,Radeon RX 5700 XT,8,75.08,Desktop,13221
MSI NVIDIA GeForce RTX 3070 8 GB,260,Pre-Owned,MSI,GeForce RTX 3070,8,100.42,Desktop,15891.5
ASUS NVIDIA GeForce RTX 3070 8 GB,270,Pre-Owned,ASUS,GeForce RTX 3070,8,100.42,Desktop,15891.5
SAPPHIRE AMD Radeon RX 5700 XT 8 GB,111.11,Pre-Owned,SAPPHIRE,Radeon RX 5700 XT,8,75.08,Desktop,13221
XFX AMD Radeon RX 5700 XT 8 GB,92,Pre-Owned,XFX,Radeon RX 5700 XT,8,75.08,Desktop,13221
EVGA NVIDIA GeForce RTX 3080 Ti 12 GB,596,Pre-Owned,EVGA,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
EVGA NVIDIA GeForce RTX 2060 8 GB,189,Brand New,EVGA,GeForce RTX 2060,8,87.2,Desktop,10736.5
ASUS NVIDIA GeForce RTX 3080 10 GB,425,Pre-Owned,ASUS,GeForce RTX 3080,10,77.66,Desktop,17441.5
ZOTAC NVIDIA GeForce RTX 3080 10 GB,380,Pre-Owned,ZOTAC,GeForce RTX 3080,10,77.66,Desktop,17441.5
MSI AMD Radeon RX 5700 8 GB,129,Pre-Owned,MSI,Radeon RX 5700,8,81.83,Desktop,11994.5
MSI NVIDIA GeForce GTX 1060 6 GB,90,Pre-Owned,MSI,GeForce GTX 1060,6,83.92,Desktop,8845
MSI NVIDIA GeForce GTX 1060 6 GB,79.95,Pre-Owned,MSI,GeForce GTX 1060,6,83.92,Desktop,8845
ZOTAC NVIDIA GeForce RTX 3080 Ti 12 GB,650,Pre-Owned,ZOTAC,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
NVIDIA NVIDIA GeForce RTX 3070 8 GB,305,Pre-Owned,NVIDIA,GeForce RTX 3070,8,100.42,Desktop,15891.5
NVIDIA NVIDIA GeForce RTX 3080 10 GB,439.99,Pre-Owned,NVIDIA,GeForce RTX 3080,10,77.66,Desktop,17441.5
SAPPHIRE AMD Radeon RX 6800 XT 16 GB,400,Pre-Owned,SAPPHIRE,Radeon RX 6800 XT,16,77.88,Desktop,17072
GIGABYTE NVIDIA GeForce RTX 3060 Ti 8 GB,209,Pre-Owned,GIGABYTE,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
SAPPHIRE AMD Radeon RX 5700 XT 8 GB,135.83,Pre-Owned,SAPPHIRE,Radeon RX 5700 XT,8,75.08,Desktop,13221
PNY NVIDIA GeForce GTX 1080 Ti 11 GB,140,Pre-Owned,PNY,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
PNY NVIDIA GeForce GTX 1660 6 GB,200,Pre-Owned,PNY,GeForce GTX 1660,6,97.46,Desktop,9827.5
GIGABYTE NVIDIA GeForce RTX 3060 12 GB,239,Pre-Owned,GIGABYTE,GeForce RTX 3060,12,99.76,Desktop,13234
GIGABYTE NVIDIA GeForce RTX 3060 Ti 8 GB,210,Pre-Owned,GIGABYTE,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
PNY NVIDIA GeForce GTX 1080 Ti 11 GB,157.5,Pre-Owned,PNY,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
ASUS AMD Radeon RX 5700 XT 8 GB,132.5,Pre-Owned,ASUS,Radeon RX 5700 XT,8,75.08,Desktop,13221
ASUS AMD Radeon RX 6800 XT 16 GB,499,Pre-Owned,ASUS,Radeon RX 6800 XT,16,77.88,Desktop,17072
EVGA NVIDIA GeForce GTX 1060 6 GB,109,Pre-Owned,EVGA,GeForce GTX 1060,6,83.92,Desktop,8845
NVIDIA NVIDIA GeForce RTX 3070 8 GB,300,Pre-Owned,NVIDIA,GeForce RTX 3070,8,100.42,Desktop,15891.5
SAPPHIRE AMD Radeon RX 5700 XT 8 GB,117.51,Pre-Owned,SAPPHIRE,Radeon RX 5700 XT,8,75.08,Desktop,13221
ASUS NVIDIA GeForce RTX 3080 10 GB,749.99,Open Box,ASUS,GeForce RTX 3080,10,77.66,Desktop,17441.5
ZOTAC NVIDIA GeForce GTX 1660 6 GB,60,Pre-Owned,ZOTAC,GeForce GTX 1660,6,97.46,Desktop,9827.5
EVGA NVIDIA GeForce RTX 3060 12 GB,200,Pre-Owned,EVGA,GeForce RTX 3060,12,99.76,Desktop,13234
XFX AMD Radeon RX 480 8 GB,55,Pre-Owned,XFX,Radeon RX 480,8,57.83,Desktop,8232
EVGA NVIDIA GeForce RTX 2060 6 GB,129.99,Pre-Owned,EVGA,GeForce RTX 2060,6,87.2,Desktop,10736.5
NVIDIA NVIDIA GeForce RTX 3080 10 GB,450,Pre-Owned,NVIDIA,GeForce RTX 3080,10,77.66,Desktop,17441.5
GIGABYTE NVIDIA GeForce RTX 3080 Ti 12 GB,610,Pre-Owned,GIGABYTE,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
MSI NVIDIA GeForce GTX 1070 8 GB,94,Pre-Owned,MSI,GeForce GTX 1070,8,89.88,Desktop,11026
EVGA NVIDIA GeForce RTX 3060 12 GB,200,Open Box,EVGA,GeForce RTX 3060,12,99.76,Desktop,13234
ZOTAC NVIDIA GeForce RTX 3070 Ti 8 GB,349,Open Box,ZOTAC,GeForce RTX 3070 Ti,8,80.58,Desktop,16698.5
ASUS NVIDIA GeForce GTX 1080 8 GB,150.5,Pre-Owned,ASUS,GeForce GTX 1080,8,84.8,Desktop,12082.5
EVGA NVIDIA GeForce RTX 2070 8 GB,142.5,Pre-Owned,EVGA,GeForce RTX 2070,8,91.88,Desktop,12204.5
MSI NVIDIA GeForce RTX 2070 8 GB,150,Pre-Owned,MSI,GeForce RTX 2070,8,91.88,Desktop,12204.5
NVIDIA NVIDIA GeForce RTX 3080 12 GB,599,Pre-Owned,NVIDIA,GeForce RTX 3080,12,77.66,Desktop,17441.5
EVGA NVIDIA GeForce GTX 1070 8 GB,99.99,Pre-Owned,EVGA,GeForce GTX 1070,8,89.88,Desktop,11026
MSI NVIDIA GeForce RTX 3060 Ti 8 GB,217.5,Brand New,MSI,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
EVGA NVIDIA GeForce RTX 3080 Ti 12 GB,549,Pre-Owned,EVGA,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
EVGA NVIDIA GeForce RTX 3060 Ti 8 GB,250,Pre-Owned,EVGA,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
GIGABYTE NVIDIA GeForce RTX 3060 12 GB,319.24,Open Box,GIGABYTE,GeForce RTX 3060,12,99.76,Desktop,13234
ZOTAC NVIDIA GeForce RTX 2060 6 GB,132.5,Pre-Owned,ZOTAC,GeForce RTX 2060,6,87.2,Desktop,10736.5
EVGA NVIDIA GeForce RTX 2070 8 GB,199,Pre-Owned,EVGA,GeForce RTX 2070,8,91.88,Desktop,12204.5
MSI NVIDIA GeForce RTX 3060 12 GB,319,Brand New,MSI,GeForce RTX 3060,12,99.76,Desktop,13234
MSI AMD Radeon RX 5700 XT 8 GB,135,Pre-Owned,MSI,Radeon RX 5700 XT,8,75.08,Desktop,13221
ASUS NVIDIA GeForce RTX 2070 8 GB,205,Pre-Owned,ASUS,GeForce RTX 2070,8,91.88,Desktop,12204.5
EVGA NVIDIA GeForce GTX 1080 Ti 11 GB,152.5,Pre-Owned,EVGA,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
EVGA NVIDIA GeForce RTX 3080 12 GB,445,Pre-Owned,EVGA,GeForce RTX 3080,12,77.66,Desktop,17441.5
NVIDIA NVIDIA GeForce RTX 3080 10 GB,429,Pre-Owned,NVIDIA,GeForce RTX 3080,10,77.66,Desktop,17441.5
ASUS NVIDIA GeForce GTX 1070 Ti 8 GB,85,Pre-Owned,ASUS,GeForce GTX 1070 Ti,8,80.56,Desktop,11635
XFX AMD Radeon RX 580 8 GB,69.69,Pre-Owned,XFX,Radeon RX 580,8,48.14,Desktop,8313.5
EVGA NVIDIA GeForce GTX 1660 6 GB,140,Pre-Owned,EVGA,GeForce GTX 1660,6,97.46,Desktop,9827.5
EVGA NVIDIA GeForce RTX 3080 Ti 12 GB,549,Pre-Owned,EVGA,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
EVGA NVIDIA GeForce RTX 3080 Ti 12 GB,650,Pre-Owned,EVGA,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
POWERCOLOR AMD Radeon RX 6800 XT 12 GB,265,Pre-Owned,POWERCOLOR,Radeon RX 6800 XT,12,77.88,Desktop,17072
XFX AMD Radeon RX 5700 XT 8 GB,92.57,Pre-Owned,XFX,Radeon RX 5700 XT,8,75.08,Desktop,13221
PNY NVIDIA GeForce GTX 1660 6 GB,63,Pre-Owned,PNY,GeForce GTX 1660,6,97.46,Desktop,9827.5
ASUS NVIDIA GeForce GTX 1070 8 GB,120,Pre-Owned,ASUS,GeForce GTX 1070,8,89.88,Desktop,11026
NVIDIA NVIDIA GeForce RTX 3070 8 GB,429,Brand New,NVIDIA,GeForce RTX 3070,8,100.42,Desktop,15891.5
PNY NVIDIA GeForce GTX 1060 6 GB,56,Pre-Owned,PNY,GeForce GTX 1060,6,83.92,Desktop,8845
GIGABYTE NVIDIA GeForce RTX 3080 Ti 12 GB,549,Pre-Owned,GIGABYTE,GeForce RTX 3080 Ti,12,76.82,Desktop,18598.5
ASUS NVIDIA GeForce RTX 3060 12 GB,219.99,Pre-Owned,ASUS,GeForce RTX 3060,12,99.76,Desktop,13234
POWERCOLOR AMD Radeon RX 5700 XT 8 GB,103.5,Pre-Owned,POWERCOLOR,Radeon RX 5700 XT,8,75.08,Desktop,13221
ASUS NVIDIA GeForce GTX 1080 8 GB,117,Pre-Owned,ASUS,GeForce GTX 1080,8,84.8,Desktop,12082.5
SAPPHIRE AMD Radeon RX 580 8 GB,74.97,Pre-Owned,SAPPHIRE,Radeon RX 580,8,48.14,Desktop,8313.5
ASUS AMD Radeon RX 5700 XT 6 GB,105.5,Pre-Owned,ASUS,Radeon RX 5700 XT,6,75.08,Desktop,13221
MSI NVIDIA GeForce RTX 3070 8 GB,325,Pre-Owned,MSI,GeForce RTX 3070,8,100.42,Desktop,15891.5
MSI NVIDIA GeForce RTX 2060 8 GB,170,Pre-Owned,MSI,GeForce RTX 2060,8,87.2,Desktop,10736.5
GIGABYTE NVIDIA GeForce RTX 3080 10 GB,550,Open Box,GIGABYTE,GeForce RTX 3080,10,77.66,Desktop,17441.5
ZOTAC NVIDIA GeForce RTX 3080 10 GB,400,Pre-Owned,ZOTAC,GeForce RTX 3080,10,77.66,Desktop,17441.5
MSI NVIDIA GeForce GTX 1080 Ti 11 GB,199.99,Pre-Owned,MSI,GeForce GTX 1080 Ti,11,73.14,Desktop,13812
MSI NVIDIA GeForce RTX 2060 8 GB,179.99,Open Box,MSI,GeForce RTX 2060,8,87.2,Desktop,10736.5
MSI NVIDIA GeForce RTX 3060 Ti 8 GB,255,Pre-Owned,MSI,GeForce RTX 3060 Ti,8,101.03,Desktop,14908
SAPPHIRE AMD Radeon RX 580 8 GB,88,Pre-Owned,SAPPHIRE,Radeon RX 580,8,48.14,Desktop,8313.5
